번호,식품군,식품이름,1회제공량 (g),열량 (kcal),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),콜레스테롤 (mg),포화지방산 (g),트랜스지방산 (g),년도
3895,어패류,"칠성장어, 마른것 ",100,393,0.5,33.3,29,N/A,130,N/A,N/A,0,2017
3896,어패류,"칠성장어, 생것 ",100,259,0.3,21,18,0,80,150,0,0,2011
3897,어패류,"칠성장어, 생것 ",100,245,0.3,21,18,N/A,80,N/A,N/A,0,2017
3898,어패류,"콩깍지고둥(털골뱅이), 생것  ",100,100,3,19.7,0.5,0,N/A,0,0,0,2011
3899,어패류,"콩깍지고둥(털골뱅이), 생것  ",100,94,3,19.7,0.5,N/A,N/A,N/A,N/A,0,2017
3900,어패류,"크릴 가공(기타), 즙 ",100,82,1.4,12.7,2.4,0,N/A,0,0,0,2011
3901,어패류,"크릴 가공(기타), 페이스트 ",100,130,2,16.5,5.5,0,N/A,0,0,0,2011
3902,어패류,"크릴 가공(기타), 페이스트 ",100,122,2,16.5,5.5,N/A,N/A,N/A,N/A,0,2017
3903,어패류,"크릴, 삶은것 ",100,86,trace,13.8,3,0,620,0,0,0,2011
3904,어패류,"크릴, 삶은것 ",100,104,0.4,17.7,2.9,N/A,240,380,0.36,0,2017
3905,어패류,"크릴, 생것 ",100,76,0.2,12.1,2.6,0,420,60,0,0,2011
3906,어패류,"크릴, 생것 ",100,71,0.2,12.1,2.6,N/A,420,N/A,N/A,0,2017
3907,어패류,"큰가리비, 생것 ",100,88,1.5,12.9,2.9,0,N/A,0,1.01,0,2011
3908,어패류,"큰가리비, 생것 ",100,55,0,12.3,0.82,0.2,371,10.93,0.15,0,2017
3909,어패류,"큰구슬우렁이, 생것 ",100,76,0.3,17.4,0.1,0,N/A,0,0.04,0,2011
3910,어패류,"큰구슬우렁이, 생것 ",100,68,4.9,9.8,1,N/A,N/A,N/A,N/A,0,2017
3911,어패류,"큰논우렁, 생것 ",100,71,4.9,9.8,1,0,N/A,0,0,0,2011
3912,어패류,"큰논우렁, 생것 ",100,70,0.3,17.4,0.1,N/A,N/A,N/A,N/A,0,2017
3913,어패류,"키조개, 근육, 생것 ",100,91,2.7,18.6,0.2,0,N/A,0,0.08,0,2011
3914,어패류,"키조개, 근육, 생것 ",100,85,2.7,18.6,0.2,N/A,N/A,N/A,N/A,0,2017
3915,어패류,"키조개, 생것 ",100,57,0.8,10.3,1.1,0,260,0,0,0,2011
3916,어패류,"키조개, 생것 ",100,53,0.8,10.3,1.1,N/A,260,N/A,N/A,0,2017
3917,어패류,"키조개, 패주, 생것 ",100,70,1.9,12.4,1.1,0,N/A,0,0.4,0,2011
3918,어패류,"키조개, 패주, 생것 ",100,66,1.9,12.4,1.1,N/A,N/A,N/A,N/A,0,2017
3919,어패류,"탁자볼락, 생것 ",100,85,0.3,19.7,0.1,0,N/A,0,0,0,2011
3920,어패류,"탁자볼락, 생것 ",100,78,0.3,19.7,0.1,N/A,N/A,N/A,N/A,0,2017
3921,어패류,"털탑고둥, 생것 ",100,145,5.5,20.7,3.7,0,N/A,0,0,0,2011
3922,어패류,"털탑고둥, 생것 ",100,137,5.5,20.7,3.7,N/A,N/A,N/A,N/A,0,2017
3923,어패류,"토굴(벗굴), 생것 ",100,82,5.3,10.2,1.8,0,N/A,0,0,0,2011
3924,어패류,"토굴(벗굴), 생것 ",100,78,5.3,10.2,1.8,N/A,N/A,N/A,N/A,0,2017
3925,어패류,"통치, 생것 ",100,138,0.1,20,5.7,0,108,0,0,0,2011
3926,어패류,"통치, 생것 ",100,129,0.1,20,5.7,N/A,108,N/A,N/A,0,2017
3927,어패류,"투라치, 생것 ",100,79,0.5,18.1,0.1,0,N/A,0,0,0,2011
3928,어패류,"투라치, 생것 ",100,73,0.5,18.1,0.1,N/A,N/A,N/A,N/A,0,2017
3929,어패류,"틸라피아, 생것 ",100,126,0.2,19.3,4.7,0,60,50,0,0,2011
3930,어패류,"틸라피아, 생것 ",100,118,0.2,19.3,4.7,N/A,60,N/A,N/A,0,2017
3931,어패류,"펄닭새우, 생것 ",100,61,0,13.2,0.6,0,N/A,0,0.11,0,2011
3932,어패류,"펄닭새우, 생것 ",100,56,0,13.2,0.6,N/A,N/A,N/A,N/A,0,2017
3933,어패류,"펄조개(뻘조개), 생것 ",100,74,6,9.4,1,0,N/A,0,0,0,2011
3934,어패류,"펄조개(뻘조개), 생것 ",100,71,6,9.4,1,N/A,N/A,N/A,N/A,0,2017
3935,어패류,"평삼치, 생것 ",100,121,0,17.9,4.8,0,N/A,0,0,0,2011
3936,어패류,"평삼치, 생것 ",100,113,0,17.9,4.8,N/A,N/A,N/A,N/A,0,2017
3937,어패류,"푸렁통구멍, 생것 ",100,76,0.2,17.4,0.2,0,N/A,0,0,0,2011
3938,어패류,"푸렁통구멍, 생것 ",100,70,0.2,17.4,0.2,N/A,N/A,N/A,N/A,0,2017
3939,어패류,"풀반지, 생것 ",100,167,0.2,16.9,10.1,0,N/A,0,0,0,2011
3940,어패류,"풀반지, 생것 ",100,157,0.2,16.9,10.1,N/A,N/A,N/A,N/A,0,2017
3941,어패류,"풍선군소, 생것 ",100,43,0.5,7.7,0.9,0,N/A,0,0,0,2011
3942,어패류,"풍선군소, 생것 ",100,40,0.5,7.7,0.9,N/A,N/A,N/A,N/A,0,2017
3943,어패류,"피라미, 생것 ",100,105,0.2,18.5,2.8,0,53,0,0,0,2011
3944,어패류,"피라미, 생것 ",100,98,0.2,18.5,2.8,N/A,53,N/A,N/A,0,2017
3945,어패류,"피뿔고둥, 생것 ",100,110,8,17.9,0.2,0,N/A,0,0.06,0,2011
3946,어패류,"피뿔고둥, 생것 ",100,105,8,17.9,0.2,N/A,N/A,N/A,N/A,0,2017
3947,어패류,"피조개 가공(통조림), 조미통조림 ",100,120,7.8,18,1.3,0,N/A,0,0,0,2011
3948,어패류,"피조개 가공(통조림), 조미통조림 ",100,115,7.8,18,1.3,N/A,N/A,N/A,N/A,0,2017
3949,어패류,"피조개, 생것",100,66,2.7,11.6,0.6,0,N/A,38,0.27,0,2011
3950,어패류,"피조개, 생것",100,62,2.7,11.6,0.6,N/A,N/A,N/A,N/A,0,2017
3951,어패류,"학공치 가공(기타), 조미건품 ",100,341,17.7,59.1,2,0,N/A,0,0,0,2011
3952,어패류,"학공치 가공(기타), 조미건품 ",100,322,17.7,59.1,2,N/A,N/A,N/A,N/A,0,2017
3953,어패류,"학공치, 생것 ",100,94,0.7,17.8,1.7,0,N/A,0,0.44,0,2011
3954,어패류,"학공치, 생것 ",100,87,0.7,17.8,1.7,N/A,N/A,N/A,N/A,0,2017
3955,어패류,"한치, 생것 ",100,81,0.3,14.9,1.8,0,258,0,0,0,2006
3956,어패류,"한치, 생것 ",100,75,0.3,14.9,1.8,N/A,258,N/A,N/A,0,2017
3957,어패류,"해삼 가공(기타), 내장젓 ",100,45,0.8,7.7,1,0,4100,0,0,0,2011
3958,어패류,"해삼 가공(기타), 내장젓 ",100,42,0.8,7.7,1,N/A,4100,N/A,N/A,0,2017
3959,어패류,"해삼 가공(기타), 염장품 ",100,35,2.4,4.9,0.5,0,6000,0,0,0,2011
3960,어패류,"해삼 가공(기타), 염장품 ",100,34,2.4,4.9,0.5,N/A,6000,N/A,N/A,0,2017
3961,어패류,"해삼 가공(기타), 젓 ",100,33,2.5,5.5,0,0,N/A,0,0,0,2011
3962,어패류,"해삼 가공(기타), 젓 ",100,32,2.5,5.5,0,N/A,N/A,N/A,N/A,0,2017
3963,어패류,"해삼, 마른것 ",100,348,3,77.6,0.9,0,2842,0,0.12,0,2011
3964,어패류,"해삼, 마른것 ",100,321,3,77.6,0.9,N/A,2842,N/A,N/A,0,2017
3965,어패류,"해삼, 생것 ",100,25,1.3,3.7,0.4,0,1300,0,0,0,2011
3966,어패류,"해삼, 생것 ",100,23,1.3,3.7,0.4,N/A,1300,N/A,N/A,0,2017
3967,어패류,"해파리, 생것 ",100,6,0.1,1.3,0,0,N/A,9.7,0,0,2011
3968,어패류,"해파리, 생것 ",100,5,0.1,1.3,0,N/A,N/A,N/A,N/A,0,2017
3969,어패류,"해파리,염장품",25,8.75,0.6,1.23,0.12,0,1500,0,0,0,2006
3970,어패류,"해파리젓,해파리젓",100,33,2.5,5.5,0,0,N/A,0,0,0,2006
3971,어패류,"향어, 생것 ",100,178,0.3,16.8,11.2,0,N/A,0,0,0,2011
3972,어패류,"향어, 생것 ",100,167,0.3,16.8,11.2,N/A,N/A,N/A,N/A,0,2017
3973,어패류,"혀넙치, 생것  ",60,57.6,0,11.52,0.96,0,84,0,0,0,2011
3974,어패류,"호박돔, 생것 ",100,90,0,20.3,0.5,0,N/A,0,0,0,2011
3975,어패류,"호박돔, 생것 ",100,83,0,20.3,0.5,N/A,N/A,N/A,N/A,0,2017
3976,어패류,"혹돔, 생것 ",100,96,0.4,18.5,1.7,0,N/A,0,0,0,2011
3977,어패류,"혹돔, 생것 ",100,89,0.4,18.5,1.7,N/A,N/A,N/A,N/A,0,2017
3978,어패류,"홍감펭, 생것 ",100,108,0.2,16.7,3.9,0,N/A,0,1.12,0,2011
3979,어패류,"홍감펭, 생것 ",100,101,0.2,16.7,3.9,N/A,N/A,N/A,N/A,0,2017
3980,어패류,"홍어, 생것 ",100,87,0,19.6,0.5,0,222,0,0.12,0,2011
3981,어패류,"홍어, 생것 ",100,80,0,19.6,0.5,N/A,222,N/A,N/A,0,2017
3982,어패류,"홍연어 가공(기타), 훈제 ",100,161,0.1,25.7,5.5,0,1500,0,0,0,2011
3983,어패류,"홍연어 가공(기타), 훈제 ",100,161,0.1,25.7,5.5,N/A,1500,50,0.97,0,2017
3984,어패류,"홍연어, 구운것 ",100,177,0.1,28.5,6,0,72,0,0,0,2011
3985,어패류,"홍연어, 구운것 ",100,177,0.1,28.5,6,N/A,72,76,1.06,0,2017
3986,어패류,"홍연어, 생것 ",100,138,0.1,22.5,4.5,0,57,0,0,0,2011
3987,어패류,"홍연어, 생것 ",100,138,0.1,22.5,4.5,N/A,57,51,0.81,0,2017
3988,어패류,"홍치, 생것 ",100,93,0.1,18.9,1.4,0,N/A,0,0,0,2011
3989,어패류,"홍치, 생것 ",100,86,0.1,18.9,1.4,N/A,N/A,N/A,N/A,0,2017
3990,어패류,"홍합(참담치) 가공(통조림), 통조림 ",100,94,1.3,15.8,2.3,0,N/A,0,0,0,2011
3991,어패류,"홍합(참담치) 가공(통조림), 통조림 ",100,87,1.3,15.8,2.3,N/A,N/A,N/A,N/A,0,2017
3992,어패류,"홍합(참담치), 생것 ",100,82,3.1,13.8,1.2,0,N/A,47,0.41,0,2011
3993,어패류,"홍합(참담치), 생것 ",100,77,3.1,13.8,1.2,N/A,N/A,N/A,N/A,0,2017
3994,어패류,"홍합(참담치), 자건",100,391,14.1,56.1,10.2,0,499,0,0,0,2011
3995,어패류,"홍합(참담치), 자건",100,369,14.1,56.1,10.2,N/A,499,N/A,N/A,0,2017
3996,어패류,"황놀래기, 생것 ",100,98,0.1,18.9,1.9,0,N/A,0,0,0,2011
3997,어패류,"황놀래기, 생것 ",100,91,0.1,18.9,1.9,N/A,N/A,N/A,N/A,0,2017
3998,어패류,"황다랑어 가공(통조림), 통조림 ",30,33.6,0.09,6.48,0.63,0,N/A,0,0,0,2011
3999,어패류,"황다랑어, 생것 ",100,114,0.2,23.9,1.3,0,N/A,39,0,0,2011
4000,어패류,"황다랑어, 생것 ",100,105,0.2,23.9,1.3,N/A,N/A,N/A,N/A,0,2017
4001,어패류,"황돔, 생것 ",100,102,0.3,20.2,1.7,0,N/A,0,0.58,0,2011
4002,어패류,"황돔, 생것 ",100,95,0.3,20.2,1.7,N/A,N/A,N/A,N/A,0,2017
4003,어패류,"황매퉁이, 생것 ",100,97,0.1,20,1.3,0,N/A,0,0,0,2011
4004,어패류,"황매퉁이, 생것 ",100,90,0.1,20,1.3,N/A,N/A,N/A,N/A,0,2017
4005,어패류,"황새치 가공(기타), 젓 ",100,123,2.7,15.7,4.8,0,7683,0,0,0,2011
4006,어패류,"황새치 가공(기타), 젓 ",100,116,2.7,15.7,4.8,N/A,7683,N/A,N/A,0,2017
4007,어패류,"황새치, 구운것 ",100,174,0,23.5,7.9,0,97,0,0,0,2011
4008,어패류,"황새치, 구운것 ",100,172,0,23.45,7.93,0,97,78,1.91,0,2017
4009,어패류,"황새치, 생것 ",100,81,0,17,1,0,N/A,66,0,0,2011
4010,어패류,"황새치, 생것 ",100,75,0,17,1,N/A,N/A,N/A,N/A,0,2017
4011,어패류,"황아귀, 생것 ",100,71,0.1,16.3,0.2,0,N/A,0,0.06,0,2011
4012,어패류,"황아귀, 생것 ",100,65,0.1,16.3,0.2,N/A,N/A,N/A,N/A,0,2017
4013,어패류,"황어, 생것 ",100,95,0.2,18.3,1.8,0,45,93,0,0,2011
4014,어패류,"황어, 생것 ",100,88,0.2,18.3,1.8,N/A,45,N/A,N/A,0,2017
4015,어패류,"황점볼락, 생것 ",100,102,0,21.3,1.3,0,N/A,0,0.41,0,2011
4016,어패류,"황점볼락, 생것 ",100,94,0,21.3,1.3,N/A,N/A,N/A,N/A,0,2017
4017,어패류,"황줄돔, 생것 ",100,97,0,19.3,1.6,0,N/A,0,0,0,2011
4018,어패류,"황줄돔, 생것 ",100,89,0,19.3,1.6,N/A,N/A,N/A,N/A,0,2017
4019,어패류,"흉상어, 생것 ",100,112,N/A,23.5,1.4,0,N/A,0,0,0,2011
4020,어패류,"흉상어, 생것 ",100,104,N/A,23.5,1.4,N/A,N/A,N/A,N/A,0,2017
4021,어패류,"흰점복, 생것 ",100,72,0,15.9,0.5,0,N/A,0,0,0,2011
4022,어패류,"흰점복, 생것 ",100,66,0,15.9,0.5,N/A,N/A,N/A,N/A,0,2017
4023,어패류,"히메치, 생것 ",100,99,0,20.9,1.1,0,N/A,0,0.35,0,2011
4024,어패류,"히메치, 생것 ",100,91,0,20.9,1.1,N/A,N/A,N/A,N/A,0,2017
4025,해조류,"갈래곰보, 생것 ",100,12,4.6,0.9,0.2,0,380,0,0,0,2011
4026,해조류,"갈래곰보, 생것 ",100,12,4.6,0.9,0.2,N/A,380,N/A,N/A,0,2017
4027,해조류,"곰피 가공(가루), 곰피가루 ",100,129,51.4,10,1.4,0,N/A,0,0,0,2011
4028,해조류,"곰피 가공(가루), 곰피가루 ",100,129,51.4,10,1.4,N/A,N/A,N/A,N/A,0,2017
4029,해조류,"곰피, 마른것 ",100,141,54.7,12.9,1.3,0,N/A,0,0,0,2011
4030,해조류,"곰피, 마른것 ",100,141,54.7,12.9,1.3,N/A,N/A,N/A,N/A,0,2017
4031,해조류,"김 가공(기타), 김밥용김, 마른것 ",100,135,36.5,42.3,4.7,0,258,0,0,0,2006
4032,해조류,"김 가공(기타), 김밥용김, 마른것 ",100,179,36.5,42.3,4.7,N/A,258,N/A,N/A,0,2017
4033,해조류,"김 가공(기타), 맛김, 마른것 ",100,172,42.9,37.8,2.3,0,1938,21,0,0,2011
4034,해조류,"김 가공(기타), 맛김, 마른것 ",100,307,4.82,37.69,49.23,0.52,1299,0,4.11,0,2017
4035,해조류,"김 가공(기타), 조림 ",2,0.74,0.25,0.09,0.01,0,N/A,0,0,0,2011
4036,해조류,"김 가공(기타), 초밥김, 마른것 ",100,151,40.9,32.7,0.8,0,120,0,0,0,2011
4037,해조류,"김 가공(기타), 초밥김, 마른것 ",100,151,40.9,32.7,0.8,N/A,120,N/A,N/A,0,2017
4038,해조류,"김, 둥근돌김, 생것 ",2,3.3,0.87,0.71,0.03,0,N/A,0,0,0,2011
4039,해조류,"김, 조선김, 마른것 ",100,121,36.4,41.8,1.5,0,859,0,0,0,2006
4040,해조류,"김, 조선김, 마른것 ",100,163,36.4,41.8,1.5,N/A,859,N/A,N/A,0,2017
4041,해조류,"김, 중품, 마른것 ",2,3.24,0.91,0.68,0.01,0,N/A,0,0,0,2011
4042,해조류,"김, 참김, 구운것 ",100,174,41.7,43.3,0.9,0,491,22,0,0,2011
4043,해조류,"김, 참김, 구운것 ",100,174,41.7,43.3,0.9,N/A,491,N/A,N/A,0,2017
4044,해조류,"김, 참김, 생것 ",100,12,2,3.3,0.4,0,144,0,0,0,2011
4045,해조류,"김, 참김, 생것 ",100,12,2,3.3,0.4,N/A,144,N/A,N/A,0,2017
4046,해조류,"꼬시래기, 생것 ",100,17,6.2,1.8,0.2,0,75,0,0,0,2011
4047,해조류,"꼬시래기, 생것 ",100,17,6.2,1.8,0.2,N/A,75,N/A,N/A,0,2017
4048,해조류,"다시마 가공(기타), 다시마말이 ",1,0.74,0.31,0.03,0.01,0,N/A,0,0,0,2011
4049,해조류,"다시마 가공(기타), 염장품 ",100,16,6,1.2,0.3,0,10854,0,0,0,2011
4050,해조류,"다시마 가공(기타), 염장품 ",100,16,6,1.2,0.3,N/A,10854,N/A,N/A,0,2017
4051,해조류,"다시마 가공(기타), 육수 ",100,1,0.3,0.1,0,0,31,0,0,0,2011
4052,해조류,"다시마 가공(기타), 육수 ",100,1,0.3,0.1,0,N/A,31,N/A,N/A,0,2017
4053,해조류,"다시마 가공(기타), 튀각 ",100,199,58.8,3.6,23,0,1383,0,0,0,2006
4054,해조류,"다시마 가공(기타), 튀각 ",100,228,58.8,3.6,23,N/A,1383,N/A,N/A,0,2017
4055,해조류,"다시마, 긴다시마, 마른것 ",1,1.17,0.49,0.07,0.01,0,N/A,0,0,0,2011
4056,해조류,"다시마, 마른것 ",100,110,45.2,7.4,1.1,0,3100,0,0.54,0,2011
4057,해조류,"다시마, 마른것 ",100,110,45.2,7.4,1.1,N/A,3100,N/A,N/A,0,2017
4058,해조류,"다시마, 삼석다시마, 마른것 ",1,1.3,0.55,0.07,0.02,0,N/A,0,0,0,2011
4059,해조류,"다시마, 생것 ",100,12,4.2,1.1,0.2,0,75,0,0,0,2011
4060,해조류,"다시마, 생것 ",100,12,4.2,1.1,0.2,N/A,75,N/A,N/A,0,2017
4061,해조류,"다시마, 이구다시마, 마른것 ",1,1.25,0.52,0.07,0.02,0,N/A,0,0,0,2011
4062,해조류,"다시마, 조림 ",100,51,17.5,6.3,0.7,0,N/A,0,0,0,2011
4063,해조류,"대황, 마른것 ",100,145,64.5,7.3,0.2,0,2900,0,0,0,2011
4064,해조류,"대황, 마른것 ",100,145,64.5,7.3,0.2,N/A,2900,N/A,N/A,0,2017
4065,해조류,"뜸부기, 마른것 ",100,128,52.1,6.1,2.5,0,N/A,0,0,0,2011
4066,해조류,"뜸부기, 마른것 ",100,128,52.1,6.1,2.5,N/A,N/A,N/A,N/A,0,2017
4067,해조류,"매생이, 마른것 ",100,125,40.6,20.6,0.5,0,N/A,0,0,0,2011
4068,해조류,"매생이, 마른것 ",100,125,40.6,20.6,0.5,N/A,N/A,N/A,N/A,0,2017
4069,해조류,"매생이, 생것 ",100,13,6.1,0.5,0,0,689,0,0,0,2011
4070,해조류,"매생이, 생것 ",100,39,8.19,3.88,3.29,0.07,104,0.1,0.13,0,2017
4071,해조류,"모자반 가공(가루), 모자반가루 ",100,127,40.8,14,3.9,0,N/A,0,0,0,2011
4072,해조류,"모자반 가공(가루), 모자반가루 ",100,127,40.8,14,3.9,N/A,N/A,N/A,N/A,0,2017
4073,해조류,"모자반 가공(기타), 염장품 ",100,18,5.4,3.1,0.2,0,N/A,0,0,0,2011
4074,해조류,"모자반 가공(기타), 염장품 ",100,18,5.4,3.1,0.2,N/A,N/A,N/A,N/A,0,2017
4075,해조류,"모자반, 마른것 ",100,129,45.7,15.2,1.7,0,N/A,0,0,0,2011
4076,해조류,"모자반, 마른것 ",100,129,45.7,15.2,1.7,N/A,N/A,N/A,N/A,0,2017
4077,해조류,"모자반, 생것 ",100,15,5.2,1.8,0.2,0,N/A,0,0,0,2011
4078,해조류,"모자반, 생것 ",100,15,5.2,1.8,0.2,N/A,N/A,N/A,N/A,0,2017
4079,해조류,"미역 가공(가루), 미역가루",100,134,52.4,10.7,1.8,0,N/A,0,0,0,2011
4080,해조류,"미역 가공(가루), 미역가루",100,134,52.4,10.7,1.8,N/A,N/A,N/A,N/A,0,2017
4081,해조류,"미역 가공(기타), 염장품 ",100,34,8.8,6,0.9,0,N/A,0,0.22,0,2011
4082,해조류,"미역 가공(기타), 염장품 ",100,34,8.8,6,0.9,N/A,N/A,N/A,N/A,0,2017
4083,해조류,"미역 가공(기타), 염장품, 데친것 ",100,35,9.3,6,0.9,0,13000,0,0,0,2011
4084,해조류,"미역 가공(기타), 염장품, 데친것 ",100,35,9.3,6,0.9,N/A,13000,N/A,N/A,0,2017
4085,해조류,"미역 가공(기타), 튀각 ",100,294,26.4,3.2,52.2,0,7335,0,0,0,2011
4086,해조류,"미역 가공(기타), 튀각 ",100,283,46.21,9.75,38.02,9.27,1038,0,5.6,0,2017
4087,해조류,"미역 줄기 가공(기타), 염장품, 삶은것, 탈염 ",100,15,5.5,1.1,0.3,0,3100,0,0,0,2011
4088,해조류,"미역 줄기 가공(기타), 염장품, 삶은것, 탈염 ",100,15,5.5,1.1,0.3,N/A,3100,0,-0.02,0,2017
4089,해조류,"미역 줄기, 삶은것",30,4.5,1.65,0.33,0.09,0,930,0,0,0,2011
4090,해조류,"미역 줄기, 생것 ",100,14,4.6,1.8,0.2,0,520,0,0,0,2011
4091,해조류,"미역 줄기, 생것 ",100,14,4.6,1.8,0.2,N/A,520,N/A,N/A,0,2017
4092,해조류,"미역, 마른것 ",100,126,36.3,20,2.9,0,6100,0,1.13,0,2011
4093,해조류,"미역, 마른것 ",100,126,36.3,20,2.9,N/A,6100,N/A,N/A,0,2017
4094,해조류,"미역, 물미역, 마른것 ",5,5.5,2.41,0.3,0.01,0,N/A,0,0,0,2011
4095,해조류,"미역, 생것, 양식",100,18,5,2.1,0.2,0,N/A,0,0,0,2011
4096,해조류,"미역, 생것, 양식",100,15,5,2.1,0.2,N/A,N/A,N/A,N/A,0,2017
4097,해조류,"불등풀가사리, 마른것 ",100,147,55.7,16.5,0.6,0,N/A,0,0,0,2011
4098,해조류,"불등풀가사리, 마른것 ",100,147,55.7,16.5,0.6,N/A,N/A,N/A,N/A,0,2017
4099,해조류,"비단풀, 마른것 ",100,153,64.1,12,0.2,0,N/A,0,0,0,2011
4100,해조류,"비단풀, 마른것 ",100,153,64.1,12,0.2,N/A,N/A,N/A,N/A,0,2017
4101,해조류,"석묵, 마른것 ",100,38,9.1,9.6,0.2,0,N/A,0,0,0,2011
4102,해조류,"석묵, 마른것 ",100,38,9.1,9.6,0.2,N/A,N/A,N/A,N/A,0,2017
4103,해조류,"순채, 생것 ",100,22,7.1,2.5,0.7,0,N/A,0,0,0,2011
4104,해조류,"순채, 생것 ",100,22,7.1,2.5,0.7,N/A,N/A,N/A,N/A,0,2017
4105,해조류,"우뭇가사리 가공(기타), 한천 ",100,154,74.6,2.3,0.1,0,N/A,0,0,0,2011
4106,해조류,"우뭇가사리 가공(기타), 한천 ",100,154,74.6,2.3,0.1,N/A,N/A,N/A,N/A,0,2017
4107,해조류,"우뭇가사리 가공(면류), 우무(묵)",100,2,0.8,0.1,0,0,N/A,0,0,0,2011
4108,해조류,"우뭇가사리 가공(면류), 우무(묵)",100,2,0.8,0.1,0,N/A,N/A,N/A,N/A,0,2017
4109,해조류,"우뭇가사리, 생것 ",100,46,18.5,4.2,0.2,0,N/A,0,0,0,2011
4110,해조류,"우뭇가사리, 생것 ",100,46,18.5,4.2,0.2,N/A,N/A,N/A,N/A,0,2017
4111,해조류,"진두발, 마른것 ",100,119,53.5,2.5,1.5,0,551,0,0,0,2011
4112,해조류,"진두발, 마른것 ",100,119,53.5,2.5,1.5,N/A,551,N/A,N/A,0,2017
4113,해조류,"청각, 마른것 ",100,156,62.6,13.8,0.8,0,N/A,0,0,0,2011
4114,해조류,"청각, 마른것 ",100,156,62.6,13.8,0.8,N/A,N/A,N/A,N/A,0,2017
4115,해조류,"청각, 생것 ",100,8,1.6,1.4,0.4,0,N/A,0,0.12,0,2011
4116,해조류,"청각, 생것 ",100,8,1.6,1.4,0.4,N/A,N/A,N/A,N/A,0,2017
4117,해조류,"청태, 마른것 ",100,180,68.7,20.7,0.3,0,530,0,0,0,2011
4118,해조류,"청태, 마른것 ",100,180,68.7,20.7,0.3,N/A,530,N/A,N/A,0,2017
4119,해조류,"클로렐라, 마른것 ",100,174,25.7,45.3,7.2,0,N/A,0,0,0,2011
4120,해조류,"클로렐라, 마른것 ",100,174,25.7,45.3,7.2,N/A,N/A,N/A,N/A,0,2017
4121,해조류,"톳, 마른것 ",100,81,32,6.6,0.8,0,N/A,0,0.45,0,2011
4122,해조류,"톳, 마른것 ",100,81,32,6.6,0.8,N/A,N/A,N/A,N/A,0,2017
4123,해조류,"톳, 생것 ",100,14,4,1.9,0.4,0,N/A,0,0,0,2011
4124,해조류,"톳, 생것 ",100,14,4,1.9,0.4,N/A,N/A,N/A,N/A,0,2017
4125,해조류,"톳, 자건 ",100,135,59.7,6.2,0.8,0,N/A,0,0,0,2011
4126,해조류,"톳, 자건 ",100,135,59.7,6.2,0.8,N/A,N/A,N/A,N/A,0,2017
4127,해조류,"파래, 가시파래, 마른것 ",100,136,46.5,20,0.7,0,110,0,0,0,2011
4128,해조류,"파래, 가시파래, 마른것 ",100,136,46.5,20,0.7,N/A,110,N/A,N/A,0,2017
4129,해조류,"파래, 갈파래, 마른것 ",100,129,40.1,23.1,0.5,0,N/A,0,0,0,2011
4130,해조류,"파래, 갈파래, 마른것 ",100,129,40.1,23.1,0.5,N/A,N/A,N/A,N/A,0,2017
4131,해조류,"파래, 납작파래, 생것 ",100,17,3.5,3.3,0.7,0,N/A,0,0,0,2011
4132,해조류,"파래, 납작파래, 생것 ",100,17,3.5,3.3,0.7,N/A,N/A,N/A,N/A,0,2017
4133,해조류,"파래, 마른것 ",100,144,46.7,23.8,0.6,0,N/A,0,0,0,2011
4134,해조류,"파래, 마른것 ",100,144,46.7,23.8,0.6,N/A,N/A,N/A,N/A,0,2017
4135,해조류,"파래, 생것 ",100,11,3,2.4,0.1,0,848,0,0,0,2011
4136,해조류,"파래, 생것 ",100,11,2.95,2.18,0.15,0.04,122,0.16,0.05,0,2017
4137,우유 및 유제품,모유 ,100,65,7.2,1.1,3.5,0,15,14,0,0,2011
4138,우유 및 유제품,모유 ,100,65,7.2,1.1,3.5,6.4,15,15,1.32,0,2017
4139,우유 및 유제품,"분유, 1단계 ",100,516,54.6,13.5,27,0,164,0,0,0,2011
4140,우유 및 유제품,"분유, 1단계 ",100,524,56.88,12.41,25.75,49.01,164,50.95,11.35,0,2017
4141,우유 및 유제품,"분유, 2단계 ",100,353,74.6,11.2,1.9,0,6,0,0,0,2011
4142,우유 및 유제품,"분유, 2단계 ",100,522,56.93,12.63,25.38,49,171,53.05,11.34,0,2017
4143,우유 및 유제품,"분유, 3단계 ",100,490,50.6,19.4,23.2,0,275,28,0,0,2011
4144,우유 및 유제품,"분유, 3단계 ",100,491,56.04,16.91,20.65,43.85,185,61.33,9.35,0,2017
4145,우유 및 유제품,"분유, 전지 ",100,504,38,26,27,0,410,78,0,0,2011
4146,우유 및 유제품,"분유, 전지 ",100,514,39.07,25.46,27.32,38.63,322,83.8,18.02,0,2017
4147,우유 및 유제품,"분유, 탈지 ",100,359,52.7,34.5,1,0,528,25,0,0.02,2011
4148,우유 및 유제품,"분유, 탈지 ",100,364,53.16,33.88,0.97,46.17,432,26.15,0.63,0,2017
4149,우유 및 유제품,산양유 ,100,63,4.5,3.1,3.6,0,35,11,0,0,2011
4150,우유 및 유제품,산양유 ,100,62,4.03,3.16,3.62,3.48,40,16.47,2.47,0,2017
4151,우유 및 유제품,샤베트 ,100,127,28.7,0.9,1,0,13,0,0,0,2011
4152,우유 및 유제품,샤베트 ,100,127,28.7,0.9,1,N/A,13,1,0.77,0,2017
