번호,식품군,식품이름,1회제공량 (g),열량 (kcal),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),콜레스테롤 (mg),포화지방산 (g),트랜스지방산 (g),연도
2793,제빵,펌킨 크림치즈 스퀘어,60,129,15.6,2.4,6.6,4.8,120,0,4.2,0,2015
2794,제빵,페스트리토스트,65,132.6,18.85,3.25,5.2,1.95,183.95,9.75,3.25,0,2015
2795,제빵,포근포근 감자빵,60,90,0,2.4,0,1.2,186,0,0.54,0,2015
2796,제빵,포레도？무,70,260,24,5,17,16,130,110,7,0.15,2012
2797,제빵,포쉬케익,50,64,6.5,1.5,3.5,5,45,29,2,0,2015
2798,제빵,포켓샌드 딸기요거티,80,212,22.4,3.2,12.8,5.6,200,28,8,0.4,2015
2799,제빵,포켓샌드 땅콩,70,192.5,22.4,3.5,10.5,4.9,182,16.8,5.6,0.35,2015
2800,제빵,포켓샌드 땅콩,70,227.35,33.5,3.59,8.38,3.77,311.11,0,1.08,0,2017
2801,제빵,포켓샌드 블루베리,84,172.2,29.4,3.36,5.88,10.92,243.6,10.92,3.36,0,2015
2802,제빵,폭신폭신 소프트 블루베리,100,311,0,6,0,23,155,0,2.5,0,2015
2803,제빵,폭신폭신 우유빵,98,210.7,0,7.84,0,3.92,411.6,0,1.76,0,2015
2804,제빵,폭신폭신 크림치즈 브레드,80,200,0,5.6,0,6.4,216,0,4.8,0,2015
2805,제빵,폭신폭신우유빵,100,273.93,47.61,8.84,5.35,1.4,492.68,0,2.82,0,2013
2806,제빵,폰데더블쇼콜라도넛,56,143.92,0,1.12,0,3.36,104.72,0,5.04,0,2015
2807,제빵,폰데링,55,133.65,0,1.1,0,2.2,124.85,0,2.2,0,2015
2808,제빵,폰데블랙슈가도넛,50,112,0,0.5,0,1.5,118.5,0,3,0,2015
2809,제빵,폰데쇼콜라도넛,55,126.5,0,0.55,0,3.3,108.35,0,3.3,0,2015
2810,제빵,폰데스트로베리도넛,57,134.52,0,0.57,0,4.56,147.06,0,3.99,0,2015
2811,제빵,폰데커피쇼콜라도넛,56,144.48,0,1.12,0,3.92,105.84,0,5.04,0,2015
2812,제빵,폰데크런치쇼콜라도넛,59,152.22,0,1.18,0,6.49,136.29,0,5.31,0,2015
2813,제빵,폴리가좋아하는초코크림빵,75,146.25,0,3.75,0,9,142.5,0,2.33,0,2015
2814,제빵,푸를녹(綠)차쉬폰,70,140,14,2.1,8.4,7.7,84,49,2.1,0,2015
2815,제빵,푸를녹차쉬폰,70,200,20,3,12,11,120,70,3,0.26,2012
2816,제빵,프레첼,75,146.25,0,4.5,0,0.75,322.5,0,0.98,0,2015
2817,제빵,프렌치 브리오쉬식빵,48,74.4,9.6,1.92,3.36,1.92,91.2,24,1.68,0.24,2015
2818,제빵,프렌치 초코앤치즈,70,225,25,4,16,12,110,110,9,0.15,2012
2819,제빵,프렌치 토스트,68,197.2,0,3.4,0,10.2,129.2,0,3.6,0,2015
2820,제빵,프렌치브리오쉬식빵,100,366.49,43.31,9.3,17.34,5.27,419.43,0,5.64,0,2013
2821,제빵,프렌치크룰러,47,96.35,0,0.47,0,2.35,55.46,0,3.76,0,2015
2822,제빵,프룬파운드,74,222,28.86,2.96,10.36,16.28,177.6,55.5,4.44,0,2015
2823,제빵,프리미엄녹차카스테라,50,80,15.5,2,1,5.5,42.5,45,0.4,0,2015
2824,제빵,프리미엄생크림 2호,70,122.5,14.7,1.4,6.3,9.8,54.6,31.5,4.2,0,2015
2825,제빵,프리미엄생크림케익(3호),70,114.8,14,1.4,5.6,9.8,51.8,29.4,3.5,0,2015
2826,제빵,프리미엄에클레어,80,221.6,30.4,4.8,8.8,10.4,358.4,0,5.12,0,2015
2827,제빵,프리미엄초콜릿케익,58,142.1,15.08,2.32,8.12,11.02,63.8,29,4.06,0,2015
2828,제빵,프리미엄카스테라,50,77.5,14.5,2,1.15,9.5,45,40,0.4,0,2015
2829,제빵,플래인머핀,80,248.8,27.2,4,14.4,12,156,50.4,3.2,0,2015
2830,제빵,플래인베이글,100,286.85,58.39,10.14,1.41,5.1,340.25,0,0.34,0,2013
2831,제빵,플레인 베이글,80,160,0,4.8,0,2.4,304,0,1.6,0,2015
2832,제빵,플레인베이글,120,384,75.6,13.2,3,3.6,780,0,0.6,0,2015
2833,제빵,플레인와플,100,443.94,55.06,6.5,21.97,25.92,132.1,0,8.9,0,2013
2834,제빵,피넛 크런치,55,137.5,11.55,3.3,8.8,2.2,104.5,0,3.85,0,2015
2835,제빵,피칸파이,70,158.9,21.7,2.8,7,11.9,39.9,65.8,2.1,0,2015
2836,제빵,핑크러브생크림미니,70,121.8,14,1.4,6.3,10.5,51.1,28.7,4.2,0,2015
2837,제빵,한겹한겹 촉촉한 밀크브레드,135,641.25,0,14.85,0,20.25,621,0,8.1,0,2015
2838,제빵,한겹한겹초코크레이프,73,171.55,0,2.19,0,3.65,3.65,0,5.84,0,2015
2839,제빵,한겹한겹촉촉한 밀크브레드,100,372.67,52.36,9.04,14.12,18.11,269.36,0,4.02,0,2013
2840,제빵,한겹한겹코크레이프피스,67,157.45,0,2.01,0,2.68,3.35,0,5.36,0,2015
2841,제빵,한겹한겹크레이프피스,70,133,0,2.1,0,4.2,3.5,0,5.6,0,2015
2842,제빵,한입가득 호두듬뿍,88,369.6,0,12.32,0,7.04,290.4,0,11.44,0,2015
2843,제빵,한입두입미니단팥빵,80,228,0,5.6,0,12,210.4,0,3.2,0,2015
2844,제빵,한입샌드(땅콩내용물),80,275,32,5,15,7,260,24,8,0.24,2012
2845,제빵,한입샌드(블루베리),84,205,35,4,7,13,290,13,4,0.04,2012
2846,제빵,한입쏙밤만주,60,81,18,1.8,0.84,9.6,15,27,0.36,0,2015
2847,제빵,한입에두번반한단팥크림빵,70,140,23,4,4,7,230,15,1.5,0.09,2012
2848,제빵,할리피뇨 소시지 잉글리쉬머핀,125,400,0,17.5,0,2.5,812.5,0,8.75,0,2015
2849,제빵,핫도그빵,50,80,0,2.5,0,2,90,0,1.4,0,2015
2850,제빵,핫치킨 풀어파츠,82,188.6,23.78,9.02,6.56,4.1,311.6,0,3.36,0,2015
2851,제빵,핫치킨고로케,75,165,0,6.75,0,3,277.5,0,3.3,0,2015
2852,제빵,해피먼치킨컵(10개)최대치,75,258.75,37.5,3.75,12,16.5,240,0,5.25,0,2015
2853,제빵,해피먼치킨컵(10개)최소치,50,95,13,1.5,5,4,130,0,2,0,2015
2854,제빵,해피먼치킨컵(30개)최대치,75,258.75,37.5,3.75,12,16.5,240,0,5.25,0,2015
2855,제빵,해피먼치킨컵(30개)최소치,50,95,13,1.5,5,4,130,0,2,0,2015
2856,제빵,핸드메이드고구마2호,70,149.8,17.5,2.1,7.7,11.9,30.1,63,4.2,0,2015
2857,제빵,핸드메이드고구마3호,70,149.8,17.5,2.1,7.7,11.9,30.1,63.7,4.2,0,2015
2858,제빵,핸드메이드고구마4호,70,149.8,17.5,2.1,7.7,11.9,30.1,63,4.2,0,2015
2859,제빵,핸드메이드딸기2호,70,152.6,18.2,2.1,8.4,11.9,30.1,60.9,4.9,0,2015
2860,제빵,핸드메이드딸기3호,70,152.6,16.1,2.1,8.4,11.9,30.1,60.9,4.9,0,2015
2861,제빵,핸드메이드딸기4호,70,152.6,16.1,2.1,8.4,11.9,30.1,60.9,4.9,0,2015
2862,제빵,핸드메이드초코2호,70,162.4,17.5,2.8,9.1,13.3,28,59.5,4.9,0,2015
2863,제빵,핸드메이드초코3호,70,162.4,17.5,2.8,9.1,13.3,27.3,59.5,4.9,0,2015
2864,제빵,핸드메이드초코4호,70,162.4,17.5,2.8,9.1,13.3,28,59.5,4.9,0,2015
2865,제빵,핸드메이드화이트2단,70,149.1,16.8,2.1,7.7,12.6,29.4,57.4,4.2,0,2015
2866,제빵,핸드메이드화이트2호,70,147.7,17.5,2.1,7.7,12.6,29.4,59.5,4.2,0,2015
2867,제빵,핸드메이드화이트3호,70,147.7,17.5,2.1,7.7,12.6,29.4,58.8,4.2,0,2015
2868,제빵,핸드메이드화이트4호,70,147.7,16.8,2.1,7.7,12.6,29.4,56.7,4.2,0,2015
2869,제빵,햄버거,59,94.4,14.75,2.95,2.36,1.77,135.7,8.85,1.18,0,2015
2870,제빵,햄야채 모닝롤,100,353.87,45.1,9.97,14.84,4.18,443.48,0,9.98,0,2013
2871,제빵,햄에그 잉글리쉬머핀,95,218.5,0,10.45,0,1.9,380,0,3.33,0,2015
2872,제빵,행복을 나누고 싶은 블루베리롤,55,90.75,11.55,1.65,4.95,7.15,55,46.75,0.55,0,2015
2873,제빵,행복한 바나나,80,184,0,4.8,0,12.8,152,0,2.48,0,2015
2874,제빵,허니본델리슈,50,70,13.5,1.5,1.25,9,20,52.5,0.5,0,2015
2875,제빵,허니치즈브레드,100,331,34.47,12.01,16.12,5.91,455.33,0,6.2,0,2013
2876,제빵,허니토스트,75,202.5,0,5.25,0,9,210,0,3.22,0,2015
2877,제빵,허니후리터,70,217,30.8,3.5,9.8,9.1,329,0,4.2,0.35,2015
2878,제빵,헬로키티헬로모닝,70,122.5,21,3.5,2.45,3.5,175,3.5,1.4,0,2015
2879,제빵,헬리!생일을축하해,52,122.2,0,1.56,0,6.24,44.2,0,4.16,0,2015
2880,제빵,호두 파이,65,280,28,5,17,11,95,75,5,0.28,2012
2881,제빵,호두가오독오독씹히는단팥빵,117,427.05,0,10.53,0,29.25,351,0,3.74,0,2015
2882,제빵,호두듬뿍 호두식빵,93,251.1,0,7.44,0,4.65,381.3,0,2.33,0,2015
2883,제빵,호두를 더한 호밀식빵,70,119,20.3,3.5,2.45,2.1,189,3.5,1.05,0,2015
2884,제빵,호두미니타르트,60,150,11.4,2.4,10.2,6.6,42,36,3.6,0,2015
2885,제빵,호두바나나머핀,100,400.43,40.31,6.21,23.82,22.38,131.38,0,9.17,0,2013
2886,제빵,호두아몬드커플,65,270,21,4,21,13,95,65,8,0.29,2012
2887,제빵,호두아몬드파티,65,270,21,4,21,13,95,65,8,0.24,2012
2888,제빵,호두케익,57,137.37,11.4,1.71,9.12,7.41,63.27,30.78,3.99,0,2015
2889,제빵,호두크림치즈빵,79,193.55,0,5.53,0,6.32,197.5,0,2.84,0,2015
2890,제빵,호두타르트,59,94.4,0,2.36,0,7.08,44.25,0,1.65,0,2015
2891,제빵,호두파운드케익,60,138,15.6,1.8,7.8,7.2,66,33,3.6,0,2015
2892,제빵,호두파이,65,169,14.95,3.25,11.05,4.55,55.25,45.5,3.25,0.32,2015
2893,제빵,호두파이2호,66,168.3,25.08,3.3,5.94,1.98,92.4,36.3,2.38,0,2015
2894,제빵,호밀로 만든 샌드위치 식빵,70,112,0,3.5,0,1.4,210,0,0.7,0,2015
2895,제빵,호밀블루베리브레드,100,261.03,51.52,9.91,1.7,3.34,384.1,0,0.48,0,2013
2896,제빵,호밀식빵,70,119,20.3,3.5,2.45,2.1,189,3.5,1.05,0,2015
2897,제빵,호박고구마크림빵,86,193.5,0,3.44,0,17.2,206.4,0,4.56,0,2015
2898,제빵,호박떡스폰지케익,74,192.4,22.94,3.7,9.62,5.92,207.2,62.9,3.55,0,2015
2899,제빵,호박머핀,100,375,58,6,13,21,360,10,5,0,2015
2900,제빵,호박쌀카스테라,100,350,48,8,14,34,180,250,6,0,2015
2901,제빵,호박파운드,70,130.2,21,2.1,4.2,8.4,235.2,25.2,0.7,0,2015
2902,제빵,홈메이드호두케이크,60,235,19,3,17,11,105,90,6,0.43,2012
2903,제빵,홍차만주,66,250,42,7,6,20,85,35,1,0.24,2012
2904,제빵,홍차휘낭시에,30,38.25,4.05,0.45,2.2,2.7,18,0,0.72,0,2015
2905,제빵,화이트2단,60,250,20,2,18,14,100,70,8,0.22,2012
2906,제빵,후레쉬번,72,165.6,0,3.6,0,7.2,165.6,0,2.38,0,2015
2907,제빵,후레쉬슈,100,378.62,22.98,4.35,29.92,15.76,72.73,0,15.51,0,2013
2908,제빵,후레쉬식빵,70,119,21,3.5,2.45,2.1,210,7,1.4,0,2015
2909,제빵,후레쉬크림빵,83,265.6,0,4.98,0,8.3,141.1,0,6.64,0,2015
2910,제빵,후레쉬크림샌드빵,82,180.4,0,5.74,0,3.28,221.4,0,4.1,0,2015
2911,제빵,후르츠롤케이크,70,112,9.1,2.8,7,5.6,45.5,70,3.5,0,2015
2912,제빵,휭거마드레느,30,38.08,4.15,0.6,2.08,1.38,38.08,16.62,0.76,0,2015
2913,제빵,흑미찹쌀크림치즈,99,321.75,0,8.91,0,1.98,247.5,0,2.18,0,2015
2914,아이스크림,(X-MAS)네잎클로버(MM+BC+CJ+CM)(비알코리아),100,240,25,7,11,22,80,35,6,0,2012
2915,아이스크림,(X-MAS)더블 초콜릿 블러섬(ABB+CM)(비알코리아),100,250,30,4,13,27,105,35,8,0,2012
2916,아이스크림,(X-MAS)버블디노(CHO+VBS+ABB)(비알코리아),100,240,25,8,11,22,85,30,6,0,2012
2917,아이스크림,(X-MAS)블루베리 요거트(BCC+YO)(비알코리아),100,210,29,4,9,23,100,30,6,0,2012
2918,아이스크림,(X-MAS)어드벤쳐(SS)(비알코리아),100,250,30,7,9,23,75,30,6,0,2012
2919,아이스크림,(X-MAS)와츄원 NO.4(YO+ABB+TCC+VBS)(비알코리아),100,210,28,4,9,23,95,25,6,0,2012
2920,아이스크림,(X-MAS)와츄원 NO.6(PIB+ABB+SS+CJ+MCC+BCC)(비알코리아),100,230,29,4,11,24,100,40,7,0,2012
2921,아이스크림,(X-MAS)와츄원NO.8(PIB+ABB+CHC+GT+CJ+MCC+SS+BCC)(비알코리아),100,230,28,4,11,25,105,40,7,0,2012
2922,아이스크림,(X-MAS)인크레더블 가든(ABB+CJ)(비알코리아),100,240,33,4,11,25,130,30,6,0,2012
2923,아이스크림,(X-MAS)큐브 샤롯뜨(ABB+VBS)(비알코리아),100,220,26,4,12,22,85,40,7,0,2012
2924,아이스크림,31요거트,115,226.55,0,4.6,0,27.6,118.45,0,6.9,0,2015
2925,아이스크림,5가지큐브샤롯뜨,115,290.95,0,5.75,0,28.75,119.6,0,9.2,0,2015
2926,아이스크림,고스트 월드(비알코리아),100,260,29,4,15,26,115,40,10,0.5,2012
2927,아이스크림,그린티,115,278.3,0,5.75,0,28.75,125.35,0,10.35,0,2015
2928,아이스크림,그린티 티라미스,115,311.65,0,6.9,0,28.75,158.7,0,10.35,0,2015
2929,아이스크림,그린티러버,115,331.2,0,16.1,0,20.7,93.15,0,8.05,0,2015
2930,아이스크림,내친구 배스키(PIB+BC)(비알코리아),100,270,26,9,12,23,85,30,7,0,2012
2931,아이스크림,네잎클로버,115,331.2,0,9.2,0,29.9,105.8,0,9.2,0,2015
2932,아이스크림,녹차,100,153.48,24.14,4.07,4.52,19.4,14.17,0,2.48,0,2013
2933,아이스크림,뉴욕 치즈 케이크,115,325.45,0,5.75,0,29.9,146.05,0,11.5,0,2015
2934,아이스크림,다크초코나이트,115,370.3,0,6.9,0,37.95,278.3,0,10.35,0,2015
2935,아이스크림,더블쿠키샌드(체리쥬빌레 & 초코후레이크)(동그린),74,230.14,25.9,2.96,13.32,5.18,79.92,34.78,5.18,0,2012
2936,아이스크림,더블쿠키샌드(초콜릿무스 & 화이트초콜릿)(동그린),74,259.74,28.86,3.7,14.8,10.36,90.28,34.78,5.92,0,2012
2937,아이스크림,더블쿠키샌드-초코쿠키,74,192.4,0,2.96,0,7.4,66.6,0,4.44,0,2015
2938,아이스크림,더블쿠키샌드-플레인쿠키,74,170.2,0,2.22,0,3.7,59.2,0,3.7,0,2015
2939,아이스크림,듀얼 와츄원 NO.9,115,339.25,0,5.75,0,33.35,139.15,0,10.35,0,2015
2940,아이스크림,디노 젤리(비알코리아),100,210,27,4,10,23,65,40,6,0,2012
2941,아이스크림,딸기,100,142.97,26.53,2.35,3.05,18.81,24.03,0,1.8,0,2013
2942,아이스크림,딸기 선데이 아이스크림,168,416.64,0,11.76,0,58.8,126,0,5.04,0,2015
2943,아이스크림,땅콩 로켓(비알코리아),100,230,29,5,17,26,120,40,10,0,2012
2944,아이스크림,러브미,115,290.95,0,3.45,0,32.2,119.6,0,9.2,0,2015
2945,아이스크림,러블리 큐브(PIB+SS+BCC+ABB+CJ+CHC)(비알코리아),100,230,30,3,11,26,110,35,7,0,2012
2946,아이스크림,러블리큐브(2013),115,290.95,0,3.45,0,33.35,125.35,0,8.05,0,2015
2947,아이스크림,레인보우 와플콘,111,265.29,0,5.55,0,25.53,46.62,0,5.55,0,2015
2948,아이스크림,레인보우샤베트,115,185.15,0,1.15,0,40.25,46,0,1.15,0,2015
2949,아이스크림,로맨틱시즘NO6,115,290.95,0,5.75,0,29.9,132.25,0,8.05,0,2015
2950,아이스크림,롤 바닐라(동그린),33,90.09,14.19,1.98,4.62,7.92,34.98,9.9,2.97,0,2012
2951,아이스크림,롤 초콜릿(동그린),33,99.99,14.85,1.98,4.62,8.91,34.98,9.9,2.64,0,2012
2952,아이스크림,마녀의 칵테일 파티(비알코리아),100,200,27,3,10,26,80,40,6,0,2012
2953,아이스크림,마법사의 할로윈,115,304.75,0,5.75,0,35.65,139.15,0,9.2,0,2015
2954,아이스크림,마이레몬트리,100,165.17,33.17,0.75,3.28,24.2,15.49,0,1.52,0,2013
2955,아이스크림,망고탱고,100,210.95,26.64,2.67,10.41,20.54,36.8,0,6.21,0,2013
2956,아이스크림,몽키바나나 아이스캔디?,65,58.5,12.35,0.65,0.98,10.4,16.25,3.25,0.65,0,2015
2957,아이스크림,무비 씨어터 팝콘,115,333.5,0,5.75,0,26.45,146.05,0,10.35,0,2015
2958,아이스크림,민트초콜릿칩,100,229.1,24.95,3.09,12.99,12.06,61.38,0,7.44,0,2013
2959,아이스크림,민트향 초콜릿 칩(비알코리아),100,230,25,4,13,23,90,45,9,0,2012
2960,아이스크림,민트향초콜릿칩,115,304.75,0,5.75,0,29.9,119.6,0,11.5,0,2015
2961,아이스크림,바나나 몬스터(비알코리아),100,260,31,4,15,27,130,35,8,0,2012
2962,아이스크림,바닐라,115,278.3,0,5.75,0,28.75,125.35,0,10.35,0,2015
2963,아이스크림,바닐라 선데이 아이스크림,140,270.2,0,9.8,0,33.6,91,0,4.2,0,2015
2964,아이스크림,바닐라(,100,177.93,25.58,4.03,6.61,35.63,73.29,0,2.63,0,2013
2965,아이스크림,바닐라스카이,100,158.95,29.46,0.77,4.23,21.53,16.16,0,2.57,0,2013
2966,아이스크림,바람과함께사라지다,115,304.75,0,5.75,0,34.5,146.05,0,9.2,0,2015
2967,아이스크림,베리 로맨틱 홀리데이(ABB+VBS)(비알코리아),100,250,27,8,10,25,80,30,6,0,2012
2968,아이스크림,베리베리스트로베리,115,251.85,0,3.45,0,32.2,98.9,0,8.05,0,2015
2969,아이스크림,별이빛나는밤에,115,264.5,0,8.05,0,26.45,93.15,0,5.75,0,2015
2970,아이스크림,블루베리,100,142.2,24.08,2.37,4.04,69.3,26.93,0,1.79,0,2013
2971,아이스크림,블루베리요거트,115,278.3,0,5.75,0,29.9,132.25,0,9.2,0,2015
2972,아이스크림,비스킷슈-체리,45,45,0,0.9,0,4.5,20.25,0,1.8,0,2015
2973,아이스크림,비스킷슈-초콜릿,45,49.5,0,0.9,0,5.4,24.75,0,1.8,0,2015
2974,아이스크림,쁘띠 봉봉 프랜드(ABB+CHO)(비알코리아),100,260,25,10,11,22,95,30,6,0,2012
2975,아이스크림,사랑에 빠진딸기,115,316.25,0,5.75,0,33.35,158.7,0,9.2,0,2015
2976,아이스크림,새콤오렌지베리,115,264.5,0,3.45,0,34.5,105.8,0,8.05,0,2015
2977,아이스크림,선데이아이스크림(복숭아),165,407.55,0,4.95,0,46.2,85.8,0,12.87,0,2015
2978,아이스크림,선데이아이스크림(스트로베리),165,410.85,0,4.95,0,46.2,82.5,0,12.87,0,2015
2979,아이스크림,선물 가득 산타(ABB+CJ)(비알코리아),100,260,26,8,12,22,80,30,7,0,2012
2980,아이스크림,순수(秀) 우유 아이스크림,115,299,0,5.75,0,20.7,98.9,0,11.5,0,2015
2981,아이스크림,숲속의 루돌프(GT+VAN)(비알코리아),100,220,23,4,12,22,95,45,8,0,2012
2982,아이스크림,슈 그린티(동그린),30,69.9,9,2.1,3,6,65.1,9.9,2.1,0,2012
2983,아이스크림,슈 초콜릿(동그린),30,69.9,11.1,2.1,3,6,69.9,9.9,1.5,0,2012
2984,아이스크림,슈팅스타,115,304.75,0,3.45,0,35.65,112.7,0,9.2,0,2015
2985,아이스크림,슈팅스타어드벤처,115,331.2,0,9.2,0,29.9,98.9,0,8.05,0,2015
2986,아이스크림,스노우 치즈 초콜릿,115,317.4,0,5.75,0,33.35,165.6,0,10.35,0,2015
2987,아이스크림,스노우모찌 그린티러버(동그린),70,189,34.3,2.8,4.2,8.4,118.3,14,2.8,0,2012
2988,아이스크림,스노우모찌 스프링 스트로베리(동그린),70,179.9,34.3,2.8,3.5,8.4,108.5,14,2.1,0,2012
